date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:54:50	134609/134609	---M--	200	added ('OK')	image/png	etag:%22192095d-20dd1-5bc9d057515c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb08_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/bb08_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:50	2312/2312	---M--	200	added ('OK')	image/png	etag:%221920948-908-566e3713d37c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn02.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn02.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:51	2409/2409	---M--	200	added ('OK')	image/png	etag:%221920949-969-566e3713d37c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn02_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn02_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:51	2392/2392	---M--	200	added ('OK')	image/png	etag:%22192094a-958-56b427aee3b80%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn03.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn03.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:51	2432/2432	---M--	200	added ('OK')	image/png	etag:%22192094b-980-566e3713d37c0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn03_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_btn03_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:52	2551/2551	---M--	200	added ('OK')	image/png	etag:%22192094c-9f7-59c291d511ac0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn01.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn01.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:52	2575/2575	---M--	200	added ('OK')	image/png	etag:%22192094d-a0f-59c291d511ac0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn01_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn01_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:52	2349/2349	---M--	200	added ('OK')	image/png	etag:%22192094e-92d-59c292c74d640%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn02.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn02.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:53	2391/2391	---M--	200	added ('OK')	image/png	etag:%22192094f-957-59c291d511ac0%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn02_ov.png	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/main/about_en_btn02_ov.png	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
14:54:54	1098/1098	---M--	200	added ('OK')	image/gif	etag:%221920938-44a-56b4211035d40%22	https://www.dasco.kr/xe/layouts/dong_a_layouts/img/common/bg_f_bar.gif	C:/My%20Web%20Sites/https___www.dasco.kr_/www.dasco.kr/xe/layouts/dong_a_layouts/img/common/bg_f_bar.gif	(from https://www.dasco.kr/xe/layouts/dong_a_layouts/css/layout.css)
